monthly_spending,premium_subscription,income,age,urban_area,family_size,free_trial_banner
3850.504419199893,1,56894.14710940244,22.0,1,1,1
4615.755147236578,0,107210.8900084489,43.0,0,1,0
6529.514931294176,0,70169.95033185714,22.0,0,3,0
1461.085764763683,0,93623.51286607892,35.0,0,4,0
8870.623652317074,0,82619.35551315513,48.0,0,5,1
21322.638856036756,1,55545.46562520059,25.0,1,3,0
3610.744976851354,0,39820.31528115086,42.0,1,1,0
2808.7851985094417,0,32319.640919590467,24.0,0,2,0
6234.577055599611,0,17241.559697137352,27.0,1,5,0
5556.42967438211,0,80676.20405933973,36.0,0,1,0
14545.336449152248,1,41604.594939351846,38.0,1,4,0
16657.731585787595,1,124562.33264313392,44.0,1,1,1
5424.697252976665,0,70415.29630188544,41.0,1,4,0
10045.7858520129,1,123005.3150963758,29.0,0,2,1
13571.115980791743,1,99997.14398806036,29.0,1,1,0
15399.755145908339,1,68032.75174446955,41.0,1,3,0
5833.2346492153665,0,52358.27413547479,37.0,0,1,0
10681.128963912017,1,84367.82066515659,42.0,1,2,1
2136.190375168857,0,58142.870563231576,18.0,0,4,0
11826.778449039984,1,33105.600923282895,28.0,1,1,0
16094.516566535187,1,45819.2161107733,37.0,1,4,0
6765.986727932691,0,63224.18152715668,41.0,1,3,0
7146.316878115136,0,77749.3018943857,30.0,0,3,0
3191.5676106955884,0,35775.927285075675,30.0,0,3,0
4047.3891059700427,0,45742.78414595727,24.0,1,2,1
14410.246837374994,1,109868.8130951412,38.0,1,4,0
3592.3031018099337,0,41274.883528549435,47.0,1,1,0
5634.514764302476,0,40124.084987628616,37.0,0,5,0
11595.077252104455,0,130409.96796212258,23.0,1,2,1
16417.325600111726,1,76926.47209521968,33.0,1,3,0
4140.472816170768,0,38181.637048387354,40.0,0,2,0
21954.37037305733,1,88885.32861565384,28.0,1,4,0
18446.70814767389,1,57242.52342854724,49.0,1,3,0
13440.521742292978,1,64198.585517779306,18.0,1,3,0
7893.428569997436,1,49741.82848045264,21.0,1,4,0
12509.501879317624,0,54897.44203669121,40.0,1,3,0
6417.638415567813,0,113997.0519282466,39.0,0,4,0
24368.309007898886,1,118704.28606137866,53.0,1,4,0
6568.919412132267,0,238485.27410459679,28.0,0,4,0
6297.781435177347,0,38160.53418794123,32.0,0,3,0
7178.95282815957,0,115446.86174714573,26.0,0,3,0
10237.781208607554,1,70795.7463290586,18.0,0,4,0
4674.137158109417,0,82136.5168762353,35.0,0,4,0
6946.83072465031,0,50469.43930797935,41.0,1,4,0
18286.878225884466,1,95136.47991990233,66.0,1,3,1
1277.9980852997014,0,43654.29660592698,39.0,1,2,0
5039.213151256616,0,127546.40406474264,48.0,0,1,0
2550.933929314846,0,37649.15881798147,39.0,1,1,0
16449.264363577247,1,53654.429579343894,42.0,1,3,1
27283.87931643516,1,64063.82355239665,41.0,1,3,0
18264.777095121717,1,35532.08817202604,30.0,1,4,0
17845.36890940986,1,99598.43145027585,37.0,1,2,1
20340.536351189367,1,140181.70409113946,21.0,1,2,1
1748.0591852760003,0,83111.11992232424,33.0,1,1,1
14026.785138761228,1,43766.61571581313,31.0,1,3,0
10122.411498451425,0,32206.93754640872,39.0,1,3,0
22167.981454440025,1,220087.20147201902,25.0,1,2,0
25441.630102477528,1,295725.93399666774,32.0,1,1,1
16894.20428600765,1,108705.80203495042,44.0,1,1,1
8254.866164738969,0,111250.43466722392,46.0,1,1,1
12017.470384903123,1,98061.2491184137,47.0,0,4,1
1.0,0,46328.003707311014,47.0,1,2,0
14740.094033438967,1,77062.96334346176,28.0,1,2,0
17054.59703541243,1,56351.33929093656,31.0,1,2,1
5904.2993188386945,0,70470.34519885556,31.0,1,1,1
20675.254558727967,1,194893.39173800402,36.0,1,3,1
23662.476530918317,1,51629.803984700244,36.0,1,3,0
2423.1421778415033,0,47922.18935354568,52.0,1,2,0
4803.719609607992,0,35104.81756498547,23.0,1,3,0
2038.413272766271,1,72682.6806042848,36.0,0,1,0
2838.330460571558,0,47916.32327158515,31.0,0,4,0
8406.005698573304,0,28541.73280557191,37.0,0,5,0
14241.004657538208,1,52759.88009801323,35.0,0,2,0
16530.332610594734,1,64301.30047624348,18.0,0,5,0
5337.646079988973,0,68214.83090209385,42.0,1,2,0
12715.11320606457,1,60894.52440752444,33.0,1,2,1
14157.913076341312,1,45360.51876705908,26.0,1,2,0
9511.845790727113,1,69798.22063498182,31.0,1,2,1
4554.310543782616,1,69269.71142502759,33.0,1,1,0
2487.405609097561,0,40709.02525818027,47.0,0,2,0
4235.67311778647,1,69269.58564089994,32.0,1,2,0
16217.772318173551,1,96477.09264084273,23.0,1,1,1
8997.905263153565,0,47464.158737434256,44.0,1,3,0
8992.501601188096,0,48559.81377543758,51.0,1,5,0
5141.901484888009,0,49165.54603242173,43.0,1,2,0
14407.9343943327,1,96072.26492290589,41.0,0,3,0
2303.087553374101,0,28547.726971218806,42.0,1,3,0
16899.8583190624,1,63303.50031524751,46.0,0,3,1
10553.275624762395,1,31439.78646628053,43.0,1,3,0
13357.507390138167,1,83895.05609268331,30.0,1,3,0
3144.7666277840563,0,62107.42880445922,45.0,1,1,0
5036.290400468403,0,111366.34534712962,26.0,0,3,0
5760.841149866736,0,45354.350325379775,45.0,0,3,0
3505.2496157945525,0,103177.88915386616,51.0,0,2,0
4890.33745170514,0,47909.16073574155,26.0,1,2,0
5801.829507810986,0,48383.46126436036,26.0,1,2,0
7611.051676972464,0,44449.192934707055,33.0,1,1,0
3161.9685159188375,0,55540.931324778794,34.0,0,1,0
6385.711459161642,0,63456.78286229089,32.0,0,2,0
12266.434266463617,1,40116.66692126204,41.0,1,3,1
2953.642807264962,0,51791.18037648542,34.0,1,1,0
7913.893366242308,1,104560.47086954443,45.0,0,2,1
10798.108159920557,1,67892.32000051315,24.0,0,3,0
13985.146935724748,1,130566.77534949672,27.0,1,2,0
10488.488342969982,1,87650.84849860166,39.0,0,2,1
12014.146709013397,1,77635.91639314531,28.0,0,3,0
6821.527093876112,0,67720.66858629894,36.0,1,1,1
12658.937984162425,1,93407.09565029519,40.0,0,3,0
8090.92535588248,0,67750.91583300043,30.0,1,2,0
1582.1610912529777,0,82025.49932383756,18.0,0,5,0
17303.955997340447,1,92050.13333967362,43.0,1,1,1
4171.913440594491,0,46343.92535611659,48.0,1,1,1
13143.68103904161,1,174993.98992808946,32.0,1,1,1
17652.655585490924,1,93406.00141719407,42.0,1,4,0
19717.741353963214,1,33807.42741589363,51.0,1,4,0
17318.099616792206,1,132078.21711669414,45.0,0,2,0
2338.7111212820128,0,37214.7091682869,30.0,0,1,0
9231.296405662952,0,105202.57031247346,33.0,1,1,0
5500.569889881643,0,36057.70994299465,22.0,0,2,0
4697.125121480103,0,34870.248698346084,25.0,1,1,0
9320.875947816261,0,68988.05216460914,25.0,1,3,1
9086.653470207595,0,131175.0600895682,35.0,1,2,0
8022.359684364257,0,68829.72261122584,37.0,0,3,0
15105.397300915512,1,52154.37894469773,26.0,1,3,0
5722.173472813938,0,37334.88657253527,35.0,0,3,0
5742.488763411883,0,117070.35939429459,53.0,1,1,0
18273.43118154202,1,85097.66791816594,37.0,1,3,0
18548.11053286562,1,50481.25221506638,41.0,1,3,0
7752.764250645568,1,61224.4130570005,29.0,0,1,0
12938.956510030624,1,120718.68773802345,42.0,1,1,0
18366.06783630356,1,134995.1369317973,28.0,0,4,0
17079.950621229476,1,86403.76868767517,38.0,0,3,0
2674.8405058546996,0,63989.74038333667,39.0,1,2,0
7441.939551563433,1,48646.186802817865,25.0,1,2,1
3114.1491188568452,1,47982.41420886265,40.0,1,2,1
17807.493204971823,1,152917.42788973683,22.0,1,2,1
7167.449894019105,0,71761.48926227361,22.0,1,3,0
18257.78174461821,1,77746.06684806607,39.0,1,3,1
22062.618206935833,1,158077.10538042925,25.0,1,2,1
17219.34839197548,1,24629.58404421069,27.0,1,5,0
23779.9093858475,1,173130.18202622997,38.0,1,5,1
2132.264051992672,0,41374.33234192869,38.0,1,1,0
7740.183439945536,0,32645.095752376837,39.0,1,2,0
1.0,0,35568.04382212438,47.0,0,1,0
1.0,0,31511.10826822191,28.0,0,1,0
13138.87718893121,1,101014.77719156598,28.0,0,1,0
22026.97664313772,1,89282.28958762348,30.0,1,3,0
7198.739354000287,0,110605.52978460591,55.0,1,1,1
7790.298618700734,0,39192.97843104797,27.0,1,2,0
9920.683158042755,1,88155.05324989541,21.0,0,2,1
4474.801678653472,0,79067.75802931646,32.0,0,3,1
15282.917386667581,1,59572.65319252772,31.0,1,3,0
15154.23238221778,0,114680.0387716764,52.0,1,5,0
3993.4169703077146,0,45943.25680104297,32.0,1,2,0
1369.4736248294412,0,21279.98791032948,40.0,1,3,0
22234.51276569067,1,112163.2860096731,34.0,1,2,1
16547.679801200866,1,96606.60072048914,29.0,1,2,1
4260.408072834259,0,51877.04003682194,50.0,1,1,0
4213.698928531471,0,66490.6183930482,42.0,1,1,0
6339.786752577761,0,64070.96457344228,52.0,1,4,0
6359.415099132387,0,55243.52795001764,46.0,0,3,0
570.3095350822323,0,79015.49951897102,18.0,0,2,0
5370.848124770844,0,69598.10852664038,38.0,1,2,0
13289.264871794774,1,57201.65850092272,27.0,1,3,1
3525.23143676034,0,63088.41493603694,44.0,1,2,0
9123.945620211358,1,32240.09960209882,34.0,1,1,0
6632.967515854334,0,46853.53187451524,18.0,1,2,0
3617.074124790394,0,47618.00305246371,18.0,0,4,0
6837.652195181414,0,62535.582010387945,29.0,0,2,0
5871.450679771475,0,69489.0049100205,22.0,1,1,1
19900.383821294137,1,95530.63865990864,33.0,1,3,0
4585.853520750016,0,60301.946751427306,39.0,1,4,1
5533.419545316286,0,47870.745851258005,38.0,1,1,0
10862.860201312791,0,105270.42884971303,47.0,1,3,0
22846.832563910975,1,92216.21061555922,38.0,1,3,0
5593.261114078404,0,62803.43133902539,52.0,0,3,0
1473.6443675164564,0,41507.99031154597,18.0,1,2,1
23100.41893526038,1,128181.6178764618,40.0,1,4,1
2327.6889981193344,0,49078.78145259683,29.0,0,2,0
19749.1417682915,1,82806.3811336276,40.0,1,4,0
3345.3132087977383,0,42556.47709013772,44.0,0,4,0
2348.998463564333,0,89031.47949920733,18.0,0,1,1
3499.774151648181,0,56128.174801307505,51.0,1,2,1
8960.667582546323,1,89080.7508412427,41.0,1,3,0
14303.089594752797,1,54521.283862332086,44.0,0,2,0
29708.09592358317,1,153885.59646675893,18.0,1,4,1
13390.722729571136,1,65002.55112828776,34.0,0,3,0
11436.740905459708,0,73023.57605764388,44.0,1,3,0
14782.211975976641,1,88645.25331803135,29.0,0,2,1
5687.176232339129,0,149090.82231545652,25.0,0,4,0
9088.839220420628,0,59227.546460986734,40.0,1,4,0
1129.9158049571674,0,43109.271582077075,42.0,1,2,0
7384.987852074697,0,65188.29374548561,47.0,1,4,0
760.6423607225803,0,29208.826990734666,49.0,0,1,0
357.90380952427677,1,33097.15256052136,40.0,1,1,0
10950.490340426773,0,172611.7986797441,47.0,1,2,1
5301.154560506575,1,70589.59682101045,37.0,0,2,1
5671.149033144717,0,67259.81062214855,28.0,1,2,0
21474.13466552457,1,45885.0740447992,31.0,1,4,0
1.0,0,28209.91207914001,23.0,1,1,0
4267.705197884745,0,118477.24904870352,41.0,0,2,0
12355.262284484277,0,73630.13417369698,25.0,1,3,0
14424.89105459004,1,38889.542365121866,26.0,1,1,0
1.0,0,50611.974385284986,38.0,0,2,0
5097.921288144087,0,46939.66662167855,55.0,1,2,0
8287.43854666221,0,80489.43211491515,35.0,1,3,0
12422.288378545427,1,133459.30549447332,39.0,0,4,1
3929.9230390553967,0,33813.44889825206,50.0,1,2,0
10107.78799239906,1,76664.05233421795,29.0,1,1,0
5037.316380186676,0,52954.72370025984,41.0,1,1,0
7600.356143448937,1,37859.449940491475,30.0,1,1,0
8125.690697342452,1,42491.539508650014,35.0,1,2,0
18963.437125753775,1,155813.71578958863,21.0,1,2,1
7337.648545475617,0,29742.495136158675,26.0,1,2,0
19714.002063501324,1,59809.241656848324,27.0,1,3,0
6187.01516113057,0,62424.93091555157,39.0,0,2,0
3316.0618958681553,0,50990.05534333622,44.0,1,1,1
6948.347904024792,0,99227.6680741183,32.0,1,1,1
5831.159892133398,0,90566.40145535763,51.0,1,3,1
3878.0222185430675,0,112843.61466793896,30.0,0,5,0
6859.397687296423,0,153513.13881974702,44.0,1,3,1
11282.91088210287,0,115993.41456912829,36.0,1,2,0
7563.754912303271,0,83916.22613080892,34.0,1,2,0
16472.677036484165,1,27858.227581951494,32.0,1,1,0
22299.571411251232,1,50410.72477534782,40.0,1,4,0
14340.630171824147,1,88449.52586639629,35.0,1,2,1
15382.417242874892,1,86223.59547150497,43.0,1,3,0
1349.7283071526135,0,36045.525560957976,40.0,1,1,0
8091.81809604293,0,51360.86473924455,25.0,1,4,0
5840.180640459639,1,94881.69484208719,31.0,0,1,1
17532.83350707651,1,57103.27498605224,37.0,1,4,0
8070.527826236087,1,77225.58431161367,33.0,0,3,0
4068.8670709906555,0,76846.38960217874,38.0,1,1,1
4730.159763148715,0,61696.59109520036,18.0,1,2,0
4005.7440941808345,0,95384.92472653658,41.0,0,4,0
10552.787534628553,0,51868.9753222865,40.0,1,3,0
3367.2573624770635,0,63716.95756915178,30.0,0,1,0
18133.70786342812,1,62125.51743061555,31.0,1,3,0
6132.541484272279,1,35080.68527655481,29.0,1,2,0
11787.970225379986,1,26755.124197402936,25.0,1,3,0
13990.56443194137,1,51726.66703100825,25.0,1,3,0
11472.50145632781,1,23755.6286161496,42.0,1,1,0
1719.6758166557383,0,142010.04804170178,40.0,0,3,0
16153.146914210263,1,97975.57957156235,32.0,1,2,1
5150.268754408391,0,73564.40934666834,38.0,0,2,1
9467.943042493613,0,76157.00764267912,23.0,1,2,1
6076.172781951713,0,32345.468095604952,38.0,1,4,0
19853.568501374622,1,231458.623928813,37.0,1,3,1
15390.15686693837,1,108719.01618484531,56.0,1,4,0
3642.719718690312,0,63820.163146453684,47.0,0,3,0
7451.473895571709,0,86494.7613555856,47.0,0,2,0
11185.044027588714,1,34906.90510671804,29.0,1,2,0
2232.0522314871637,0,52930.98632154323,18.0,0,2,1
10692.164786389152,1,73058.90679123737,32.0,1,3,1
13477.315817770881,1,35284.25995636009,44.0,1,3,0
16687.78595846919,1,37037.04519776795,36.0,1,3,0
7484.3504289281245,0,43064.89351390635,38.0,1,2,0
22216.2574123929,1,55017.20087553887,37.0,1,4,0
25525.106106018717,1,128042.46554006713,26.0,1,2,1
10625.318889839107,1,80688.73514986405,29.0,0,2,0
6568.966157461925,0,80219.7915438903,27.0,1,2,1
3209.8640970004276,0,29725.227510050183,18.0,1,3,0
4372.820533689413,1,51708.124891994616,24.0,1,3,1
5703.949839424184,0,33601.48558329087,29.0,1,2,0
4717.360807440795,0,76167.0307861038,53.0,1,2,0
11638.614859178146,1,52745.597715912656,34.0,1,5,0
16468.009270242612,1,121885.3128242145,25.0,1,2,1
13345.45630428634,1,61504.46907755494,30.0,1,3,0
5926.261978239945,0,44647.92817551151,50.0,1,2,1
17660.36897335358,1,119190.68105203082,46.0,1,2,1
13440.179903349015,1,65102.891282148,27.0,1,3,1
4404.375888905527,1,37553.195951660884,42.0,1,1,0
3444.180279515499,0,28737.726763100247,26.0,0,2,0
8026.362241033414,0,62152.06579827702,37.0,0,4,0
17580.815227613686,1,82837.64422592195,44.0,1,4,0
7217.027144838025,0,70170.47230786522,36.0,0,5,0
4311.789777515362,0,47082.72668158233,25.0,1,3,0
28779.435070940854,1,65733.48471205057,32.0,1,5,0
1843.5897792369142,0,40614.5825457426,32.0,1,3,0
10439.905380451908,1,42519.03308779178,24.0,1,3,0
13202.407145913063,1,25709.546569298607,36.0,1,3,0
11738.295687529893,1,56651.818737307425,27.0,1,2,1
6441.758147323852,0,91041.66858739866,35.0,0,3,0
4267.115654491588,0,61257.45933200927,23.0,0,4,0
10488.93950458863,0,63103.09398235025,29.0,1,4,0
8149.895486009437,0,151081.16303108152,60.0,1,3,1
11627.250656702336,0,161791.009231226,37.0,1,1,1
4500.210511276498,0,49154.717764120825,18.0,1,1,0
3737.2845475638924,0,71601.86479585097,48.0,1,2,0
22544.839488593287,1,199030.81688812302,22.0,1,2,1
7124.667169066103,0,35544.62287681526,36.0,1,2,0
4025.7418985604727,0,29348.535697741954,27.0,1,2,0
1595.9078189503687,0,45855.15305688681,18.0,1,1,0
2020.8613086170024,0,52775.64291985776,20.0,1,1,1
22406.92074466021,1,137984.05550094214,30.0,1,1,1
4741.65949042627,0,41440.56943322711,32.0,1,1,0
7933.516982742357,1,38456.83726703129,19.0,1,2,0
33749.81859533716,1,317461.668352714,31.0,1,5,1
352.5398035598091,0,51928.655358939395,47.0,1,1,0
13645.397234716187,1,79297.82397156778,35.0,0,2,0
10542.029769389505,1,78560.38603752208,38.0,1,2,1
6311.157328855399,0,102552.17659621757,31.0,0,1,0
22604.931362784955,1,70166.47059764473,41.0,0,4,1
7803.424442296588,0,42517.24485918158,47.0,1,3,0
7458.345340301796,1,71672.62076030737,28.0,1,2,1
20368.19984324705,1,85873.5341280611,18.0,1,5,0
7469.935599719163,1,63410.67990865393,34.0,0,4,1
9733.497993784658,1,60119.48491518627,26.0,1,2,0
1256.8049228071752,0,117194.74559705718,27.0,0,1,0
2366.3382721601006,0,39077.66502950191,29.0,1,1,0
19277.644453119356,1,96884.53628820166,19.0,1,2,0
12642.005946641722,1,76513.85133146601,38.0,0,1,0
11233.579454346669,1,96055.1440252578,28.0,0,3,0
18135.947891243322,1,54319.409760949115,27.0,1,5,0
12940.280154489594,1,96804.85547413306,46.0,1,1,1
4243.281109044918,0,79329.85149264774,46.0,1,2,0
4247.308471400705,0,50631.772180680746,43.0,0,4,0
10866.004015453937,1,30069.919440090394,27.0,1,1,0
3254.4484680532296,0,22299.351500207475,33.0,0,3,0
13011.579390856534,1,61873.116553256776,44.0,1,4,0
16678.866049123764,1,43566.86391306607,36.0,1,4,0
12891.33304657345,1,52215.71425775166,19.0,1,4,0
3133.6283757975225,0,44741.623576840175,40.0,0,1,0
2809.25905867877,0,61122.21942070514,26.0,0,3,0
15303.778304686648,1,62707.599876754924,25.0,1,2,0
5861.766820966314,0,106131.36985036152,27.0,1,1,1
5810.3506472142,0,42411.271998732096,38.0,0,2,0
17613.87178702291,1,84064.45944361598,35.0,1,3,1
1320.9933618706377,0,37452.402583962,34.0,1,2,0
9329.247945845094,1,17044.701670646697,28.0,1,1,0
6729.625705892937,0,81716.8516247397,28.0,0,1,0
6782.945525039363,1,39565.057946272806,41.0,1,4,0
8461.168755700675,1,119603.54435788732,37.0,0,1,1
5145.054195898394,0,46359.625802264076,50.0,0,3,0
2138.6784384169505,0,54747.562340544166,43.0,1,1,0
15345.394881231761,1,31145.524987139033,37.0,1,2,1
13695.39642735072,1,91741.59458366771,21.0,0,2,0
7684.6722542518855,0,90178.78561651861,38.0,0,4,0
17731.56486865483,1,77993.7099608851,42.0,0,2,0
5860.543672514119,0,91457.8008977126,44.0,0,3,1
4607.653103856062,0,34744.634668779996,29.0,0,5,0
5417.680628668648,0,72547.84236122105,20.0,1,2,0
11884.949732094557,1,43091.65513559364,37.0,1,1,1
14581.53087942703,0,125646.5141121312,27.0,1,2,1
6451.535028790013,0,51761.44444842,30.0,1,2,0
4652.614181140289,0,94364.03847533326,39.0,0,1,0
5390.673327511621,0,88722.58150892046,38.0,1,1,0
1.0,0,33935.54058443595,36.0,0,2,0
17292.86886926699,1,38300.48031677848,20.0,1,4,0
14410.858065242224,1,66086.9981249819,49.0,0,3,0
8103.362316618372,1,118026.42243769346,28.0,1,1,1
6219.661245999382,0,67487.09123992166,36.0,1,1,0
15424.453740476956,1,105809.87599498357,24.0,0,1,1
11301.24720585404,0,57916.64052373826,23.0,1,3,0
19646.545610055997,1,54515.306138604785,30.0,1,3,1
10884.565846507903,1,104358.85380683208,38.0,1,2,0
6785.842532297632,0,95604.32155663458,28.0,1,1,1
3063.7097476598337,0,40421.84423429715,33.0,0,2,0
7552.289132622709,0,102904.01412790782,38.0,1,1,1
16577.30447179456,1,103413.76893085513,18.0,1,3,1
14611.83783969954,1,33526.40530740858,32.0,0,1,0
10246.803588744191,0,91479.7316726334,26.0,1,2,1
19361.059177148858,1,63578.82807621204,29.0,1,3,0
12494.573149321617,1,125338.17769036975,46.0,1,3,0
27880.40449866281,1,201338.78021799808,27.0,1,4,1
19603.15026786616,1,124980.82250309143,37.0,1,2,1
6685.985995952821,0,37084.116681845146,50.0,1,2,0
1028.6741472259437,0,20538.131057027986,34.0,1,1,0
1.0,0,46713.31824573574,25.0,0,2,1
18658.00915619692,1,146264.9693837026,44.0,1,3,1
22861.670120202507,1,98652.25793600302,37.0,1,4,1
4366.244722118299,0,40473.120100048465,50.0,0,2,0
20230.31475538325,1,69072.0878894772,27.0,1,5,0
9249.236757028928,1,86541.18581274159,18.0,1,2,1
24046.88744268869,1,53574.62534493893,42.0,1,5,0
6735.3119306816825,1,74197.8374571036,47.0,1,2,0
1840.1809902858101,0,29458.616249668346,48.0,0,3,0
8879.745676149078,1,23394.347430617476,46.0,1,2,1
16171.230248565145,1,58438.00068295996,35.0,0,3,0
15413.414305255816,1,84322.61083267751,26.0,0,3,0
12672.122740189532,1,42138.19100215029,18.0,0,3,1
3874.73092255107,0,48591.3609563407,60.0,1,2,1
10950.826529091762,1,111217.58064314313,33.0,1,2,0
5559.918787527803,1,40601.59700344666,26.0,1,2,0
16412.385104916244,1,104292.70718499931,24.0,1,4,1
6798.640507202048,1,116061.53808678269,31.0,1,2,1
10608.15867872034,1,58790.24309583009,37.0,1,1,0
9831.90605774778,0,57560.129434379305,42.0,1,5,0
2198.1047338633157,0,32943.27717567588,39.0,1,1,1
6563.630327612964,0,90388.42762436558,27.0,0,3,0
8144.943861525732,0,47899.50500623089,36.0,0,4,0
7830.529923511678,0,48679.4071344588,39.0,0,4,0
14554.815660857479,1,31366.433273585248,44.0,1,1,0
15792.386540265717,1,121328.92413497143,32.0,0,2,1
7346.086925373514,0,84815.81849986974,34.0,1,2,0
9072.227774278723,0,60392.66546342107,37.0,1,5,0
12857.286353857377,1,79133.43110240535,30.0,1,2,0
8390.822385344616,1,47367.39200435727,30.0,0,3,0
13680.171410523946,1,105682.97344818334,27.0,1,1,1
7529.920935241686,0,59548.14528519327,43.0,1,3,0
1605.020392628665,0,56208.656361578076,63.0,1,1,0
5874.79673514892,0,45350.06614193493,42.0,1,3,0
1148.8552823591244,0,93039.1734665764,34.0,0,3,1
16181.157860452946,1,100641.02663835628,46.0,0,2,0
9602.34959602584,1,42644.40104956705,28.0,0,1,1
20926.765129599633,1,92291.03092440963,43.0,1,4,0
8980.767862426268,0,67256.47598622546,45.0,1,5,0
18712.31987138041,1,29530.312933776408,25.0,1,2,0
22797.691673636382,1,160637.93989124108,31.0,1,3,1
7695.385518708735,1,78601.06397863726,31.0,0,1,1
10687.410212332776,1,48619.969597774,29.0,1,2,1
5399.046593008904,0,27853.993586329994,30.0,1,3,0
12512.910749280178,1,48711.56031422119,48.0,1,2,1
15649.168533845945,1,64269.857132102385,38.0,1,4,0
6687.281511946613,0,61189.11695890603,40.0,1,2,0
3889.4613206603126,0,86429.9538143231,39.0,0,2,0
8367.672297738405,1,61875.910883927056,43.0,0,2,0
100.83688832981466,0,34214.95611489911,43.0,1,1,1
7357.474150328246,0,60028.13476547598,41.0,1,3,0
25803.85572421533,1,69348.09947325273,40.0,1,3,0
5732.817467968655,0,109173.03044947641,41.0,0,1,1
7087.355407796497,1,67161.11846469436,30.0,0,3,0
7221.838558703955,0,47792.19553266501,18.0,1,4,0
13641.648583661623,1,64958.04312928194,45.0,1,2,1
14001.776078286155,1,35387.30154968941,38.0,1,2,1
5692.947602410962,0,65061.036689813816,42.0,1,4,0
10832.762784465698,0,67112.94001214464,25.0,1,3,0
15430.473483800562,1,106400.78170183007,42.0,0,3,1
27209.313521982956,1,162402.68693154491,38.0,1,3,1
8451.134837968148,0,82088.24381058442,48.0,0,2,0
11642.137539267545,1,71289.61996291831,33.0,1,3,0
4297.461836151939,0,70194.88200337748,38.0,1,2,1
13865.557393168177,1,69516.88245277287,30.0,1,3,0
6465.64574685241,0,50066.82124164326,28.0,0,3,0
3665.491948258464,0,86462.24810608951,34.0,1,3,0
20612.795258742095,1,62415.383971991556,30.0,1,2,1
22465.049909363108,1,52984.995315951506,27.0,1,4,1
6640.761975012624,1,91088.24057105745,40.0,1,2,0
1047.41566450315,0,45081.34152601262,58.0,1,1,0
5825.998520135273,0,88309.90869977722,36.0,0,1,1
8093.268860836417,1,38329.50901031706,21.0,1,2,1
3504.4088118410737,0,39695.76502828519,32.0,1,1,0
1130.4473177105347,0,42744.044658675026,41.0,0,1,0
11332.726407926884,1,40197.121831019984,42.0,1,3,0
6274.207701824541,0,75954.0023047777,34.0,1,2,0
22026.186338631524,1,107489.67450994809,41.0,1,4,1
3477.329627337277,0,49899.89379866726,30.0,0,1,0
13727.015928274264,1,90454.4673956558,18.0,1,2,1
14382.94868076139,1,13944.889076185445,47.0,1,3,0
1489.584823004417,0,28396.8401629861,44.0,0,3,0
14848.407634732375,1,56105.406299548165,34.0,1,3,0
4560.063996389278,0,60145.68694876933,40.0,0,1,0
11309.62338954704,0,159101.00617842365,53.0,1,3,0
26009.61684677953,1,79100.07516468962,31.0,1,5,0
8932.178731315771,0,108182.72732572927,39.0,1,4,0
5872.703793836974,0,85890.34816863344,20.0,0,3,0
20673.30075661744,1,117511.2468811834,37.0,1,3,1
4286.789969424439,0,71984.35050490535,33.0,1,2,1
21358.81970534772,1,50100.01723968971,31.0,1,4,0
18780.91915545635,1,67675.96076558542,43.0,1,4,0
16798.859320053416,1,60189.06373445933,45.0,1,3,0
6804.685875417328,0,57209.229813622514,37.0,1,2,0
15588.398536226903,1,65684.12527252079,37.0,1,3,1
8768.49288200567,0,112451.29363499286,29.0,0,3,1
18533.21216217833,1,150375.3300510667,34.0,1,5,0
21869.51802234098,1,135190.9075059792,28.0,1,2,1
19665.517394514776,1,204219.14663039328,27.0,0,4,0
17382.663018499083,1,71372.51100859181,41.0,0,3,0
3211.9285246518484,0,73932.56051516026,47.0,0,1,0
7647.477317374854,0,91193.23915588821,20.0,0,4,1
8843.361630319443,0,45127.72670601807,32.0,0,3,0
7129.908250930913,1,32777.991827455495,40.0,1,3,0
20879.635984679313,1,42907.30248682971,24.0,1,3,1
1.0,0,28496.05710386601,22.0,0,2,0
9873.400874141907,0,73919.59829891358,38.0,1,2,0
1554.9438772688854,0,52115.99136492418,44.0,0,1,0
19648.549812975576,1,91396.80237754127,33.0,1,3,0
13729.164990168652,1,121310.91850805147,33.0,1,2,0
13177.470579457047,1,40915.444368406825,43.0,1,3,0
15375.761584868542,1,79540.70283053993,23.0,1,4,0
15643.955906423724,1,61716.974208034335,34.0,1,3,1
4006.919904690795,0,55993.02355837837,35.0,0,2,0
2575.9015430217437,0,43604.953700901686,44.0,0,3,0
27534.41656836487,1,89464.4811617704,27.0,1,4,1
8569.987418434208,1,56752.49855457191,22.0,1,1,0
5547.139849509693,0,78906.31966173992,54.0,0,1,0
10421.813273336822,1,70728.90790279105,29.0,1,3,0
4272.995139475164,0,56578.61575423658,41.0,1,3,0
18382.548306209,1,149190.47375167636,43.0,1,2,0
16306.694008216084,1,100511.95282035937,32.0,1,2,0
16043.466205317047,1,29295.13615901906,25.0,1,4,0
16372.76412223667,1,94872.65364081574,38.0,1,1,1
2168.5854148540393,0,35688.77068822793,39.0,0,4,0
2622.7480985175985,0,89891.59088974616,23.0,0,3,1
9808.840454370726,0,88122.60772429258,34.0,1,2,0
16843.872609590668,1,55111.56866942652,26.0,1,3,0
14101.986245346481,1,68275.01014357727,30.0,1,2,1
19531.261783225204,1,124555.24414088383,36.0,1,2,1
